,vintage,dependents,branch_code,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,customer_id,gender,occupation,customer_nw_category,age,city,churn
11776,657.0,0.0,430.0,121.0,5308.99,5307.02,5307.45,5206.97,0.54,0.54,0.54,0.54,5308.31,5307.02,12575.0,Male,self_employed,3.0,64.0,1308.0,0
11779,5151.0,0.0,15.0,55.0,30802.74,30802.74,32119.85,32173.63,0.4,5.11,0.4,2143.26,30802.74,32115.5,12578.0,Female,self_employed,1.0,56.0,1020.0,0
11782,1984.0,0.0,661.0,36.0,1689.35,13044.58,2309.96,867.27,0.47,11657.24,11429.04,0.47,1689.09,4223.94,12581.0,Male,self_employed,3.0,64.0,1271.0,0
11783,2031.0,2.0,1421.0,0.0,9393.19,1550.34,2056.42,1458.66,7843.16,0.3,0.3,0.3,3068.56,1550.5,12582.0,Female,self_employed,3.0,35.0,1198.0,1
11787,996.0,2.0,1661.0,3.0,2634.4,2377.25,2437.22,2671.27,314.63,0.34,428.91,286.06,2327.01,2478.64,12586.0,Female,self_employed,2.0,40.0,1096.0,0
11788,279.0,0.0,201.0,25.0,527.56,644.33,3096.63,9063.8,41.03,0.66,157.8,6572.09,637.17,1436.96,12587.0,Male,retired,2.0,74.0,834.0,1
11789,1151.0,0.0,32.0,7.0,18216.46,17755.95,16876.81,1264.47,826.1,1416.08,3160.45,3538.31,18793.61,18710.67,12588.0,Male,self_employed,2.0,57.0,409.0,0
11790,1985.0,0.0,36.0,66.0,1651.34,1651.34,1629.4,1525.59,0.54,0.54,0.54,0.54,1651.34,1656.45,12589.0,Male,self_employed,2.0,90.0,630.0,0
11791,966.0,0.0,2532.0,24.0,5458.67,2601.53,3422.55,2904.72,2857.37,0.23,0.23,0.23,5064.59,2601.53,12590.0,Female,self_employed,3.0,28.0,1181.0,0
11792,5507.0,1.0,33.0,31.0,1056.1,1056.1,1958.71,3943.92,0.64,63.6,0.64,143.5,1056.1,1097.09,12591.0,Female,self_employed,3.0,45.0,1589.0,0
11795,1335.0,0.0,1667.0,6.0,8538.39,8186.84,8597.24,7734.11,3.28,1.69,1325.76,1826.6,8596.93,8599.42,12594.0,Male,self_employed,2.0,33.0,409.0,0
11796,3173.0,0.0,261.0,31.0,12007.61,12042.83,12273.88,12382.46,0.46,0.46,0.46,0.46,12033.11,12326.68,12595.0,Female,salaried,2.0,66.0,146.0,0
11798,222.0,0.0,3722.0,200.0,1195.5,1278.85,1604.96,3440.68,0.6,0.6,69.66,0.6,1213.34,1287.6,12598.0,Female,self_employed,2.0,35.0,243.0,0
11799,1337.0,0.0,489.0,86.0,8274.47,8274.47,8147.38,3806.53,0.37,0.37,0.37,428.94,8274.47,8578.61,12599.0,Male,retired,3.0,65.0,1084.0,0
11802,427.0,0.0,1096.0,31.0,2621.21,2621.21,2623.14,2613.97,0.16,0.16,0.16,0.16,2621.21,2621.82,12602.0,Male,salaried,3.0,44.0,843.0,0
11804,583.0,0.0,396.0,38.0,150.3,2150.3,1568.73,8351.46,0.27,643.13,2000.27,0.27,357.2,1714.82,12604.0,Female,salaried,2.0,25.0,491.0,0
11805,675.0,0.0,243.0,111.0,2744.99,2802.13,2843.58,2588.49,0.67,0.67,0.67,0.67,2786.86,2841.3,12605.0,Male,salaried,3.0,54.0,1328.0,0
11806,5869.0,1.0,587.0,5.0,4081.38,1994.07,3791.37,4873.38,14310.5,10000.54,12225.41,10512.59,3199.49,4086.29,12607.0,Male,self_employed,1.0,53.0,1096.0,0
11812,481.0,0.0,719.0,0.0,5599.62,5332.26,5339.91,4810.74,1143.44,657.73,1491.8,1540.23,5231.24,5348.71,12613.0,Male,self_employed,2.0,27.0,1294.0,0
11813,6601.0,0.0,20.0,13.0,1278.0,2109.4,2384.07,552.22,1143.26,47000.4,1974.66,46214.97,2154.28,3531.09,12614.0,Female,self_employed,1.0,90.0,485.0,0
11814,3881.0,0.0,376.0,20.0,345.98,1099.49,2226.68,501.12,293.36,1150.5,946.86,21429.03,447.14,1470.43,12615.0,Female,self_employed,3.0,63.0,1020.0,1
11815,4155.0,0.0,2.0,31.0,13068.55,13591.77,9990.49,4069.58,0.2,0.2,0.2,548.57,13573.72,11538.7,12616.0,Male,self_employed,2.0,90.0,1020.0,0
11818,1375.0,0.0,158.0,14.0,2052.7,755.24,2509.65,3862.34,1771.9,2143.33,18.7,4371.9,1413.92,1403.56,12619.0,Male,self_employed,3.0,47.0,409.0,0
11819,4060.0,0.0,317.0,149.0,10038.17,7181.03,7716.92,7833.93,0.06,0.06,0.06,692.17,7383.0,7562.87,12620.0,Female,self_employed,1.0,47.0,623.0,0
11820,3110.0,2.0,105.0,103.0,2460.93,2532.36,2520.86,2698.11,0.63,0.63,72.06,0.63,2497.87,2532.36,12621.0,Male,self_employed,2.0,39.0,621.0,0
11825,1864.0,0.0,825.0,17.0,1706.3,1148.44,2993.82,9695.12,726.89,730.06,169.03,0.46,1677.45,912.49,12626.0,Male,retired,2.0,72.0,1232.0,0
11827,1838.0,0.0,1505.0,13.0,5347.96,3919.39,4402.73,3497.45,1428.87,0.3,0.3,1428.87,4609.05,3965.47,12628.0,Male,salaried,3.0,48.0,866.0,0
11830,1948.0,0.0,490.0,3.0,30026.36,23264.96,23451.48,18290.42,7036.74,2893.89,0.34,273.91,25058.17,23214.88,12631.0,Male,salaried,2.0,62.0,1020.0,1
11832,4034.0,0.0,15.0,12.0,7733.13,4019.26,4187.45,3985.24,3714.94,0.66,0.66,0.66,5910.63,3959.08,12633.0,Female,self_employed,1.0,33.0,1020.0,0
11835,4202.0,0.0,2141.0,1.0,33681.63,33812.33,38295.5,30344.2,1151.39,303.43,1702.46,28572.0,33759.88,39359.87,12636.0,Male,salaried,2.0,47.0,583.0,0
11837,1228.0,0.0,1120.0,175.0,6283.74,6112.31,5812.66,5097.62,0.23,0.23,0.23,47.43,6142.85,5790.15,12638.0,Male,salaried,3.0,53.0,1020.0,0
11839,3504.0,0.0,1220.0,258.0,2550.32,2550.32,2634.65,4285.02,0.31,0.31,0.31,215.6,2550.32,2637.06,12640.0,Female,student,1.0,26.0,1096.0,0
11842,1403.0,2.0,34.0,88.0,2714.81,4354.24,4603.52,7591.21,0.63,0.63,911.93,1054.79,2934.78,4632.0,12643.0,Male,self_employed,3.0,51.0,905.0,1
11849,735.0,0.0,1360.0,42.0,1088.78,2691.39,2552.48,2199.47,0.46,900.46,1647.61,1108.88,1922.08,2823.78,12651.0,Female,self_employed,2.0,37.0,409.0,0
11851,1101.0,0.0,1447.0,31.0,2329.78,2329.78,2395.83,2526.15,0.3,0.3,0.3,143.16,2329.78,2385.08,12653.0,Male,salaried,3.0,33.0,76.0,0
11852,1317.0,0.0,1333.0,161.0,8863.8,8863.8,8863.8,8988.84,0.1,0.1,0.1,0.1,8863.8,8863.8,12654.0,Female,self_employed,2.0,39.0,1020.0,0
11855,1470.0,2.0,1380.0,95.0,3130.16,3130.16,2578.53,535.38,0.17,0.17,0.17,0.17,3130.16,2721.02,12657.0,Female,self_employed,3.0,39.0,905.0,1
11856,5284.0,2.0,18.0,5.0,4216.63,3164.79,3345.02,2582.99,1470.48,18.01,429.19,262.3,3223.23,3363.01,12658.0,Male,self_employed,3.0,68.0,834.0,0
11858,2630.0,0.0,1057.0,94.0,2271.95,2047.88,1936.24,1294.55,0.51,0.51,143.37,0.51,2164.06,1909.39,12660.0,Male,self_employed,3.0,61.0,1430.0,0
11860,4175.0,0.0,2835.0,55.0,674.13,674.13,2313.91,4999.79,0.03,642.89,0.03,5000.03,674.13,1236.34,12663.0,Male,salaried,2.0,66.0,834.0,1
11862,1472.0,0.0,467.0,19.0,2924.84,2605.19,2282.34,1967.33,500.01,1000.01,180.36,106.94,2882.71,1946.14,12665.0,Female,salaried,2.0,63.0,1096.0,0
11864,2393.0,0.0,975.0,5.0,1428.89,1216.3,1482.59,1447.27,4065.7,2826.89,0.31,0.31,1573.7,1632.63,12667.0,Male,salaried,1.0,48.0,409.0,0
11865,4916.0,0.0,57.0,7.0,2830.61,2371.76,6733.53,6483.53,114.31,114.31,0.03,14285.74,2581.51,7619.68,12668.0,Female,salaried,1.0,49.0,1540.0,1
11866,3106.0,0.0,56.0,6.0,9882.62,10168.34,16670.65,23537.68,1143.5,0.64,1429.21,749.21,9222.52,10313.22,12669.0,Female,self_employed,2.0,78.0,996.0,1
11868,2451.0,0.0,617.0,20.0,3745.01,4713.66,3613.71,11419.44,1143.03,571.6,783.03,735.17,4162.84,5337.72,12671.0,Female,salaried,3.0,37.0,146.0,0
11870,6737.0,0.0,2649.0,31.0,2428.45,2428.45,2428.45,2417.95,0.4,0.4,0.4,0.4,2428.45,2428.45,12673.0,Male,salaried,3.0,47.0,1111.0,0
11872,1353.0,0.0,2156.0,31.0,3705.21,3803.45,3851.76,4069.07,0.49,0.49,100.49,0.49,3724.44,3801.45,12675.0,Female,self_employed,2.0,36.0,834.0,0
11873,1879.0,0.0,380.0,90.0,164.04,164.04,1447.05,247.04,0.51,0.51,0.51,14420.94,164.04,3600.06,12676.0,Male,self_employed,1.0,90.0,34.0,1
11874,1962.0,0.0,751.0,20.0,2944.63,3158.92,2997.39,2608.89,214.46,214.46,0.17,0.17,3040.69,3075.97,12677.0,Female,salaried,3.0,40.0,334.0,0
11878,952.0,1.0,114.0,30.0,444.32,1065.77,1753.0,434.27,0.34,621.8,621.8,58571.77,551.47,4263.21,12681.0,Male,self_employed,2.0,40.0,1020.0,0
11880,4102.0,0.0,227.0,112.0,6947.35,6947.35,6947.35,5876.0,0.51,0.51,0.51,0.51,6947.35,6947.35,12683.0,Female,self_employed,1.0,31.0,1020.0,1
11881,4163.0,0.0,2034.0,21.0,2439.09,1344.38,1608.44,1105.61,1094.99,714.56,0.27,0.27,2215.81,1183.09,12685.0,Female,retired,3.0,44.0,491.0,0
11882,1519.0,0.0,107.0,21.0,5862.14,6087.56,5823.86,3405.02,293.84,689.71,504.56,266.97,5968.28,6274.28,12686.0,Female,self_employed,1.0,32.0,318.0,0
11883,810.0,0.0,1981.0,312.0,1935.69,1931.24,1931.32,7891.91,0.54,0.54,0.54,0.54,1934.77,1931.24,12687.0,Female,self_employed,2.0,33.0,409.0,0
11884,4808.0,0.0,113.0,31.0,2697.14,2388.57,2417.51,2376.18,0.56,0.56,0.56,0.56,2473.69,2388.57,12688.0,Male,self_employed,1.0,64.0,102.0,0
11885,2982.0,0.0,421.0,145.0,400.25,453.85,2518.1,5901.31,0.59,0.59,0.59,7143.44,436.09,2645.91,12689.0,Female,self_employed,2.0,35.0,526.0,1
11886,1613.0,0.0,1047.0,73.0,7132.73,10673.83,12803.21,25528.57,0.47,0.47,1735.29,6581.05,8048.32,15217.37,12690.0,Male,salaried,2.0,39.0,146.0,0
11887,1151.0,0.0,2220.0,144.0,3521.53,3624.61,5170.87,4303.57,0.01,0.01,103.1,3050.99,3539.3,5297.73,12691.0,Male,self_employed,3.0,63.0,256.0,0
11888,1368.0,0.0,9.0,0.0,2853.07,1434.73,2176.13,1553.82,3600.31,27.47,1935.49,2856.77,1816.13,2438.92,12692.0,Male,salaried,2.0,64.0,443.0,0
11889,1447.0,0.0,396.0,25.0,2314.2,1474.69,3436.36,6697.52,840.06,0.54,0.54,0.54,2198.41,1474.69,12693.0,Female,self_employed,2.0,34.0,1096.0,0
11890,2607.0,0.0,588.0,55.0,829.85,957.75,1977.95,3003.09,0.21,4585.93,99.34,7143.07,912.78,1932.22,12694.0,Female,self_employed,2.0,71.0,1096.0,0
11891,524.0,0.0,1969.0,31.0,4098.67,4198.67,4222.12,4336.63,0.29,0.29,0.29,0.29,4124.78,4220.79,12695.0,Female,salaried,3.0,47.0,75.0,0
11892,2082.0,0.0,671.0,31.0,16221.9,16221.9,16221.9,16119.13,0.57,0.57,0.57,0.57,16221.9,16221.9,12696.0,Male,self_employed,2.0,39.0,860.0,0
11893,2419.0,0.0,1015.0,28.0,14097.75,19696.89,20173.41,20622.1,1543.27,324.77,5714.7,317.04,20058.25,20041.54,12697.0,Male,self_employed,1.0,90.0,834.0,0
11895,865.0,0.0,257.0,173.0,1472.98,2777.39,3052.56,1806.88,0.61,0.61,1264.29,829.19,2163.2,2961.22,12699.0,Male,salaried,2.0,47.0,59.0,1
11896,3015.0,0.0,145.0,27.0,450.03,3314.32,2526.46,3452.79,4285.87,4602.9,7143.01,4285.87,801.76,3780.32,12700.0,Female,salaried,2.0,24.0,1020.0,1
11898,852.0,0.0,1747.0,31.0,3872.33,3872.33,3872.33,3847.8,0.6,0.6,0.6,0.6,3872.33,3872.33,12702.0,Male,self_employed,2.0,25.0,1282.0,0
11899,6001.0,1.0,240.0,67.0,2456.49,2525.48,1905.57,251.29,0.46,0.46,114.91,0.46,2485.81,2520.66,12703.0,Female,salaried,1.0,33.0,1020.0,1
11901,3723.0,0.0,18.0,292.0,2476.37,2452.23,2430.42,2243.57,0.33,0.33,0.33,0.33,2470.63,2413.58,12705.0,Male,self_employed,2.0,44.0,834.0,0
11902,789.0,0.0,2924.0,31.0,2321.66,2950.23,3124.52,4508.54,0.64,0.64,629.21,429.21,2662.05,3123.04,12706.0,Female,self_employed,2.0,36.0,751.0,1
11904,384.0,0.0,2388.0,62.0,1817.12,3214.0,2704.97,880.82,0.47,0.47,0.47,2331.9,2876.82,3820.82,12708.0,Male,self_employed,3.0,55.0,706.0,1
11905,1107.0,0.0,1381.0,47.0,2094.06,2138.48,2157.61,2185.52,0.21,214.5,962.36,107.33,2084.32,2227.19,12709.0,Female,salaried,3.0,38.0,575.0,0
11909,1581.0,0.0,1575.0,109.0,5231.69,5239.83,5416.02,4871.6,0.64,0.64,7.93,351.23,5237.19,5453.88,12714.0,Male,self_employed,3.0,31.0,1084.0,0
11911,5831.0,0.0,10.0,217.0,5343.83,5343.83,6491.6,7150.28,0.16,0.16,0.16,1803.01,5343.83,6984.29,12716.0,Female,retired,3.0,72.0,334.0,0
11913,2719.0,0.0,418.0,18.0,3873.76,6563.96,5275.39,5041.67,701.24,1772.1,3391.44,751.85,5523.51,5672.1,12718.0,Male,salaried,2.0,43.0,623.0,0
11915,570.0,0.0,179.0,3.0,4407.14,3898.57,3481.95,2441.06,3572.01,0.59,3063.44,0.59,2648.72,3898.57,12720.0,Male,self_employed,2.0,90.0,1583.0,0
11917,894.0,0.0,2004.0,17.0,12152.11,12080.69,12043.17,11825.24,71.66,71.66,0.23,0.23,12125.02,12016.17,12722.0,Male,self_employed,3.0,67.0,687.0,0
11918,2775.0,0.0,171.0,44.0,9248.15,9477.29,7875.55,5558.1,0.33,5708.9,215.19,2383.83,9312.5,7508.44,12723.0,Female,salaried,3.0,58.0,1154.0,0
11920,1249.0,0.0,349.0,31.0,3629.34,9343.63,7701.59,9284.43,0.21,0.21,5714.5,0.21,4417.52,9343.63,12726.0,Male,student,2.0,12.0,834.0,1
11923,4171.0,0.0,544.0,23.0,345.3,1682.05,1997.99,1941.25,100.16,1216.16,1428.73,1543.01,1461.22,2729.33,12729.0,Male,self_employed,3.0,54.0,1020.0,1
11930,5319.0,2.0,1589.0,69.0,2173.47,2173.47,2991.15,3497.98,0.01,0.01,0.01,1919.41,2173.47,3064.94,12736.0,Female,self_employed,2.0,53.0,486.0,0
11931,3229.0,0.0,442.0,59.0,3879.58,3802.25,3561.36,3284.09,0.01,111.26,0.01,0.01,3678.7,3582.61,12737.0,Male,salaried,2.0,57.0,1020.0,0
11932,6030.0,3.0,520.0,89.0,6400.3,5995.9,6492.7,10326.73,0.24,0.24,512.05,1027.83,6226.95,6520.91,12738.0,Male,salaried,1.0,46.0,362.0,0
11933,2047.0,0.0,22.0,14.0,1998.08,2449.03,2559.59,3694.24,423.25,0.43,1205.0,188.29,2419.18,2482.41,12739.0,Female,salaried,2.0,37.0,834.0,0
11936,3164.0,0.0,1231.0,156.0,7643.24,7643.24,7640.0,7844.35,0.23,0.23,0.23,0.23,7643.24,7638.63,12742.0,Male,self_employed,2.0,62.0,834.0,0
11938,4387.0,1.0,79.0,14.0,8252.42,15282.75,14239.15,12240.18,285.09,68.04,7143.54,0.69,12153.78,15359.35,12744.0,Male,retired,1.0,73.0,1020.0,1
11939,823.0,0.0,189.0,12.0,10283.07,4497.93,5494.68,4478.08,5785.21,0.07,0.07,0.07,7488.19,4497.93,12745.0,Male,salaried,3.0,59.0,572.0,0
11940,3380.0,0.0,88.0,6.0,5671.12,5577.39,5339.53,5636.79,2.03,2.41,98.68,177.0,5704.98,5373.32,12746.0,Male,retired,2.0,64.0,1111.0,0
11941,1498.0,0.0,2016.0,13.0,1830.75,1502.18,1675.97,1001.87,357.51,143.23,28.94,357.51,1655.88,1658.24,12747.0,Male,self_employed,3.0,32.0,834.0,0
11942,2560.0,0.0,944.0,241.0,2932.59,3004.02,3079.88,2224.06,0.44,0.44,71.87,143.3,2979.39,3123.83,12748.0,Male,self_employed,3.0,57.0,1487.0,0
11943,2664.0,0.0,467.0,94.0,3829.54,3829.54,6701.06,2379.07,0.39,0.39,0.39,2817.1,3829.54,6671.92,12749.0,Female,self_employed,3.0,44.0,1111.0,0
11945,443.0,0.0,3292.0,0.0,8842.33,11106.61,7409.53,6317.98,1707.37,7200.23,4228.8,2643.09,9493.31,7087.07,12751.0,Male,self_employed,2.0,24.0,649.0,0
11946,1703.0,0.0,93.0,4.0,8877.37,10941.14,10049.76,12452.74,1758.07,1521.51,4068.68,1355.43,9786.97,10188.77,12752.0,Male,student,1.0,28.0,491.0,0
11948,5590.0,1.0,1028.0,0.0,3722.33,7771.72,3824.03,3815.74,1163.13,4755.26,850.71,72.63,3455.58,3386.08,12754.0,Male,self_employed,1.0,59.0,1084.0,0
11949,3299.0,0.0,39.0,4.0,5340.16,2480.59,2484.13,3626.01,3572.06,0.63,0.63,0.63,2629.46,2443.72,12755.0,Male,self_employed,3.0,34.0,1232.0,1
11950,3271.0,0.0,140.0,6.0,1949.0,2249.23,2474.49,3292.79,1407.16,1734.4,1655.66,1844.93,2275.23,2474.05,12756.0,Male,salaried,2.0,28.0,146.0,0
11951,3169.0,0.0,711.0,40.0,1734.6,1763.82,1482.24,820.53,0.69,572.11,3.47,2.24,1754.9,1433.34,12757.0,Female,self_employed,3.0,53.0,409.0,0
11954,1194.0,0.0,48.0,88.0,7135.66,7135.66,7135.58,6508.7,0.27,0.27,0.27,25.84,7135.66,7151.33,12760.0,Female,self_employed,2.0,48.0,15.0,0
11955,1486.0,1.0,2042.0,166.0,2701.72,2701.72,2701.72,2692.48,0.69,0.69,0.69,0.69,2701.72,2701.72,12761.0,Male,self_employed,3.0,34.0,745.0,0
11962,2664.0,0.0,354.0,31.0,3543.54,4223.8,4319.99,6198.19,0.04,0.04,0.04,0.04,4527.33,4216.71,12768.0,Female,self_employed,2.0,50.0,334.0,0
11963,4413.0,0.0,1357.0,4.0,5293.94,4822.87,4882.39,9570.72,48.84,0.27,7.77,37.88,4913.96,4695.64,12769.0,Female,self_employed,3.0,59.0,1020.0,0
11965,1676.0,0.0,17.0,0.0,2066.46,1799.5,1547.42,841.13,331.9,345.61,64.94,105.04,1800.55,1568.8,12771.0,Female,student,3.0,23.0,334.0,0
11966,3218.0,0.0,1925.0,26.0,3417.48,3848.52,4154.24,4873.06,3816.33,2670.1,4241.48,3135.02,3704.61,4038.78,12773.0,Male,salaried,2.0,61.0,1084.0,0
11970,1605.0,3.0,58.0,6.0,1642.98,1061.37,4007.27,17382.28,4286.13,357.56,3860.67,3282.79,2107.3,3387.72,12777.0,Male,self_employed,1.0,51.0,1546.0,0
11971,1469.0,0.0,835.0,297.0,1966.1,1966.1,1966.1,2473.17,0.51,0.51,0.51,0.51,1966.1,1966.1,12778.0,Male,retired,2.0,62.0,1020.0,0
11972,4063.0,0.0,419.0,49.0,9673.66,1662.99,3863.46,7407.13,0.51,643.37,561.27,286.23,2862.84,1547.78,12779.0,Male,self_employed,3.0,50.0,1020.0,0
11974,2148.0,1.0,933.0,46.0,1917.85,6971.96,4199.57,1152.29,0.06,2857.2,6482.74,3479.37,2163.84,7290.6,12781.0,Male,self_employed,2.0,31.0,1096.0,1
11976,2845.0,0.0,3.0,0.0,5642.05,5416.9,4862.49,2779.63,574.24,574.24,949.09,1553.68,5194.88,4988.9,12783.0,Female,salaried,2.0,35.0,409.0,0
11977,1036.0,0.0,1734.0,21.0,7038.9,6396.04,6558.6,6360.05,642.87,0.01,0.01,0.01,6883.73,6396.04,12785.0,Male,self_employed,2.0,33.0,613.0,0
11978,2768.0,0.0,962.0,31.0,3372.91,3372.91,3375.68,3363.0,0.63,0.63,0.63,4.32,3372.91,3375.05,12786.0,Female,self_employed,2.0,52.0,1232.0,0
11982,509.0,0.0,2109.0,40.0,1583.97,1583.97,3679.0,5294.98,0.1,20.67,0.1,3788.67,1583.97,4229.64,12791.0,Male,self_employed,3.0,28.0,172.0,1
11983,5914.0,0.0,9.0,31.0,636.41,117.49,1496.2,985.33,0.34,0.34,14286.06,1000.34,3364.17,341.99,12792.0,Female,self_employed,3.0,90.0,146.0,0
11984,5094.0,0.0,44.0,124.0,6622.51,6620.28,6726.2,6230.95,0.43,0.43,0.43,214.71,6621.2,6715.63,12793.0,Female,self_employed,3.0,77.0,575.0,0
11985,235.0,0.0,1203.0,4.0,9252.06,10574.31,9505.84,4677.28,74.01,0.4,4272.96,1100.18,10426.29,9531.08,12794.0,Male,salaried,2.0,38.0,575.0,0
11986,1214.0,0.0,1630.0,19.0,7701.84,14375.16,12897.75,13787.75,4285.84,2285.84,10928.7,0.13,12469.44,14157.6,12795.0,Male,self_employed,2.0,31.0,759.0,0
11989,478.0,0.0,2971.0,58.0,8984.22,10004.22,7979.13,282.74,0.47,1429.04,1020.47,454.76,9627.37,10036.75,12798.0,Female,self_employed,3.0,50.0,834.0,0
11990,4759.0,0.0,33.0,161.0,1886.27,1900.56,1906.21,2494.33,0.23,0.23,0.23,0.23,1892.18,1906.09,12799.0,Male,salaried,3.0,37.0,169.0,0
11991,5693.0,0.0,1306.0,14.0,37818.51,33844.88,53568.41,64473.01,1766.74,1766.74,0.17,40000.17,36711.56,54280.68,12800.0,Female,self_employed,1.0,76.0,318.0,0
11992,310.0,0.0,3561.0,174.0,1753.64,1753.64,1753.64,1722.9,0.23,0.23,0.23,0.23,1753.64,1753.64,12801.0,Male,salaried,3.0,59.0,461.0,0
11993,4108.0,0.0,43.0,241.0,3282.04,2944.18,3438.04,2476.05,0.3,0.3,41.01,1114.14,3278.81,3392.5,12802.0,Female,self_employed,1.0,43.0,1020.0,0
11995,2758.0,0.0,1358.0,33.0,1354.94,1080.62,4684.65,8560.34,0.66,12207.24,154.91,12917.94,1388.37,1506.53,12804.0,Male,salaried,3.0,54.0,694.0,1
11996,1745.0,0.0,1992.0,7.0,2625.96,2554.53,2555.72,2471.74,71.84,0.41,0.41,0.41,2574.23,2554.53,12805.0,Male,salaried,3.0,54.0,614.0,0
11997,6118.0,0.0,27.0,69.0,4066.77,1082.87,5375.6,2421.7,0.53,0.53,10.1,13068.39,3272.34,6842.88,12807.0,Female,salaried,2.0,62.0,1096.0,1
12003,1236.0,0.0,2856.0,25.0,1248.8,1524.87,1612.43,1598.61,714.74,0.46,154.63,0.46,1789.26,1521.44,12814.0,Female,self_employed,2.0,49.0,621.0,0
12005,655.0,1.0,449.0,98.0,744.69,742.33,1471.98,2798.93,0.34,0.34,0.34,0.34,744.37,742.33,12816.0,Female,self_employed,3.0,50.0,1337.0,1
12006,5884.0,0.0,93.0,21.0,4430.09,3713.62,3855.6,2105.77,714.84,0.56,0.56,0.56,4231.84,3713.62,12817.0,Male,salaried,1.0,44.0,491.0,0
12007,758.0,0.0,814.0,4.0,4765.02,6218.15,5213.78,616.72,42857.61,18621.9,44310.33,15153.86,11782.32,2807.53,12818.0,Male,self_employed,2.0,30.0,1020.0,0
12008,2697.0,0.0,417.0,103.0,533.23,1961.8,1830.44,1199.84,0.21,0.21,1428.79,0.21,1567.71,1961.8,12819.0,Male,self_employed,1.0,90.0,1621.0,0
12011,1511.0,2.0,1697.0,14.0,1397.32,1688.73,1436.79,1364.01,430.07,714.36,276.93,276.93,1708.44,1396.69,12822.0,Male,salaried,3.0,38.0,1271.0,0
12012,2063.0,0.0,792.0,31.0,143.89,1756.02,2445.49,3768.22,0.47,0.47,1429.04,2857.61,994.3,1932.15,12823.0,Male,salaried,2.0,57.0,248.0,1
12016,1550.0,2.0,1319.0,31.0,1641.38,1825.6,1849.92,2383.27,0.46,0.46,184.69,184.69,1666.79,1849.38,12829.0,Male,self_employed,3.0,55.0,905.0,0
12018,5283.0,0.0,39.0,0.0,47879.82,68689.69,28962.57,9466.95,688.44,688.44,0.59,0.59,48516.78,22953.75,12831.0,Female,salaried,1.0,65.0,1232.0,0
12019,576.0,0.0,2497.0,31.0,876.84,876.84,1798.5,262.07,0.04,0.04,0.04,1428.61,876.84,2213.25,12832.0,Female,salaried,3.0,54.0,514.0,1
12023,653.0,0.0,2293.0,33.0,2528.08,2556.65,1769.4,1299.98,0.26,1314.54,0.26,28.83,2529.06,1479.4,12836.0,Female,self_employed,3.0,42.0,1110.0,0
12024,3052.0,0.0,476.0,58.0,3598.32,5136.83,5014.04,7944.91,0.13,0.16,1514.41,0.13,4066.34,5137.01,12837.0,Male,salaried,3.0,42.0,61.0,1
12025,1926.0,0.0,1719.0,49.0,1027.23,1967.83,1796.86,694.19,0.59,1028.26,985.33,631.23,1683.29,2124.56,12838.0,Female,self_employed,2.0,44.0,1096.0,1
12027,1813.0,0.0,428.0,31.0,1779.15,1779.15,1779.15,1767.89,0.37,0.37,0.37,0.37,1779.15,1779.15,12840.0,Male,self_employed,3.0,90.0,834.0,0
12031,1838.0,0.0,348.0,86.0,20275.95,20275.95,20271.34,20076.53,0.21,0.21,0.21,0.21,20275.95,20275.95,12844.0,Female,self_employed,2.0,66.0,649.0,0
12032,4168.0,0.0,1928.0,31.0,1710.29,1710.29,1710.29,1698.53,0.36,0.36,0.36,0.36,1710.29,1710.29,12845.0,Male,self_employed,3.0,40.0,1036.0,0
12033,3199.0,0.0,138.0,63.0,14685.03,14716.14,14666.44,15686.75,0.24,0.24,0.24,0.24,14691.46,14716.14,12846.0,Male,self_employed,2.0,27.0,751.0,0
12034,2695.0,0.0,1414.0,19.0,6499.69,6263.12,6373.86,3970.17,825.57,1130.57,0.56,286.27,6813.06,6475.93,12847.0,Female,self_employed,2.0,70.0,492.0,0
12035,875.0,0.0,2357.0,18.0,2287.68,771.75,1955.83,8187.02,1428.61,0.04,0.04,1428.61,1719.76,1428.44,12848.0,Male,self_employed,3.0,39.0,61.0,0
12036,5086.0,0.0,136.0,31.0,297.6,297.6,1573.01,3480.93,0.23,0.23,0.23,3214.51,297.6,914.9,12849.0,Male,self_employed,3.0,59.0,334.0,1
12039,3433.0,0.0,395.0,48.0,487.09,6201.38,5599.92,5454.48,0.41,143.27,5714.7,0.41,5019.11,6146.08,12852.0,Male,self_employed,3.0,40.0,409.0,1
12040,5283.0,0.0,13.0,58.0,8546.46,8689.31,6604.63,3284.5,0.11,5714.4,0.11,0.11,8551.38,8140.93,12853.0,Male,student,2.0,22.0,1020.0,0
12041,2195.0,0.0,587.0,5.0,5669.07,6040.57,6463.57,23441.22,1014.76,1014.76,1386.26,1657.96,5774.02,6321.4,12854.0,Male,self_employed,1.0,86.0,1096.0,1
12043,2773.0,0.0,438.0,0.0,1884.89,1763.29,1729.23,2456.12,121.81,121.86,0.21,0.21,1848.97,1729.66,12856.0,Female,self_employed,3.0,70.0,1096.0,0
